UserInput,Page,Result,URL
python,1,Software Engineer (Ref.: 200148),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 1
python,1,Senior Computer Vision Engineer / Data Scientist - Software Developer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 2
python,1,"Senior Engineer (PI) /Engineer (PI), Computer Vision",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 3
python,1,"Senior Engineer/Engineer, Software Testing and Quality Insurance",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 4
python,1,"Senior Lead Engineer/Lead Engineer, Computer Vision",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 5
python,1,"Senior Engineer/Engineer (PI), Software Development and Machine Learning",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 6
python,1,"Senior Engineer/Engineer, Software Development and Machine Learning",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 7
python,1,Model-Based System Software - Associate Principal Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 8
python,1,Developer Trainee (China),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 9
python,1,Python Developer (Banking / SAS),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 10
python,1,AI Engineer / AI Developer - Python / Computer Vision | Local Start Up | up to HKD 45k + DB,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 11
python,1,Data Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 12
python,1,Enterprise Data Analyst (Ref: 220000VX),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 13
python,1,PHP / Python Backend Developer (Up to 50k | In-house | Data Center),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 14
python,1,Programmer ( Java/ JavaScript / C# / Python /PHP etc.) (Fresh grad welcome)(20K -45K),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 15
python,1,Data Scientist / AI Engineer / NLP programmer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 16
python,1,Analyst Developer (E-Commerce),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 17
python,1,Data Analyst (Ref: JD-DA),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 18
python,1,Data Analyst (Data Management),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 19
python,1,Backend Developer (Python |  Java),https://hk.jobsdb.com/hk/search-jobs/python/1,No: 20
python,1,Assistant Software Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 21
python,1,Senior Associate (Data Analyst) – Risk Advisory Services,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 22
python,1,Data Analyst,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 23
python,1,Data Analyst,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 24
python,1,"Software Engineer (Big Data, Business Intelligent)",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 25
python,1,Data Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 26
python,1,"Data Engineer (Global MNC, 35k, Perm)",https://hk.jobsdb.com/hk/search-jobs/python/1,No: 27
python,1,Software Developer / Programmer / Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 28
python,1,(PERM /URGENT) Data Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 29
python,1,Backend Software Engineer,https://hk.jobsdb.com/hk/search-jobs/python/1,No: 30
python,2,Backend Software Engineer,https://hk.jobsdb.com/hk/search-jobs/python/2,No: 31
python,2,Back-end Developer (Python/Node.js),https://hk.jobsdb.com/hk/search-jobs/python/2,No: 32
python,2,Senior Software Engineer / Software Engineer,https://hk.jobsdb.com/hk/search-jobs/python/2,No: 33
python,2,Machine Learning Engineer (Ref: MLE/JDB/2305),https://hk.jobsdb.com/hk/search-jobs/python/2,No: 34
python,2,"FP&A Data Analyst, Solutions Provider, B2B Business Operation (Ref: KIO-J077889)",https://hk.jobsdb.com/hk/search-jobs/python/2,No: 35
